distinct_routes_count = data['Route'].nunique(),Departing Port,Arriving Port,Airline,Year,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed
Sydney-Perth,Sydney,Perth,Qantas,2018,13,1725,1801,729,653
Sydney-Perth,Sydney,Perth,Tigerair Australia,2018,7,238,249,80,69
Sydney-Perth,Sydney,Perth,Virgin Australia,2018,2,1025,1042,421,404
Sydney-Port Macquarie,Sydney,Port Macquarie,QantasLink,2018,13,951,921,233,263
Sydney-Port Macquarie,Sydney,Port Macquarie,Virgin Australia,2018,7,520,530,178,168
Sydney-Proserpine,Sydney,Proserpine,Jetstar,2018,0,139,139,17,17
Sydney-Proserpine,Sydney,Proserpine,Tigerair Australia,2018,2,225,234,70,61
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Jetstar,2018,22,910,950,363,323
Sydney-Sunshine Coast,Sydney,Sunshine Coast,QantasLink,2018,5,326,330,85,81
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Virgin Australia,2018,6,517,521,106,102
Sydney-Tamworth,Sydney,Tamworth,QantasLink,2018,26,1131,1117,278,292
Sydney-Tamworth,Sydney,Tamworth,Virgin Australia,2018,7,476,464,117,129
Sydney-Townsville,Sydney,Townsville,Jetstar,2018,2,213,217,91,87
Sydney-Townsville,Sydney,Townsville,Virgin Australia,2018,3,250,257,50,43
Sydney-Wagga Wagga,Sydney,Wagga Wagga,QantasLink,2018,9,924,964,221,181
Sydney-Wagga Wagga,Sydney,Wagga Wagga,Regional Express,2018,14,1212,1200,179,191
Tamworth-Sydney,Tamworth,Sydney,QantasLink,2018,33,1157,1139,246,264
Tamworth-Sydney,Tamworth,Sydney,Virgin Australia,2018,7,505,485,88,108
Townsville-Brisbane,Townsville,Brisbane,Jetstar,2018,7,474,494,151,131
Townsville-Brisbane,Townsville,Brisbane,Qantas,2018,3,651,654,97,94
Townsville-Brisbane,Townsville,Brisbane,QantasLink,2018,11,805,768,143,180
Townsville-Brisbane,Townsville,Brisbane,Virgin Australia,2018,20,1519,1526,123,116
Townsville-Cairns,Townsville,Cairns,QantasLink,2018,15,1423,1422,162,163
Townsville-Cairns,Townsville,Cairns,Regional Express,2018,11,178,178,23,23
Townsville-Melbourne,Townsville,Melbourne,Jetstar,2018,0,115,123,63,55
Townsville-Melbourne,Townsville,Melbourne,Tigerair Australia,2018,5,68,75,37,30
Townsville-Sydney,Townsville,Sydney,Jetstar,2018,4,202,223,100,79
Townsville-Sydney,Townsville,Sydney,Virgin Australia,2018,3,247,244,53,56
Wagga Wagga-Sydney,Wagga Wagga,Sydney,QantasLink,2018,10,939,937,205,207
Wagga Wagga-Sydney,Wagga Wagga,Sydney,Regional Express,2018,14,1156,1078,240,318
Adelaide-Alice Springs,Adelaide,Alice Springs,Qantas,2019,0,310,304,55,61
Adelaide-Alice Springs,Adelaide,Alice Springs,Virgin Australia,2019,0,137,131,14,20
Adelaide-Alice Springs,Adelaide,Alice Springs,Virgin Australia Regional Airlines,2019,3,74,66,37,45
Adelaide-Brisbane,Adelaide,Brisbane,Jetstar,2019,4,242,259,59,42
Adelaide-Brisbane,Adelaide,Brisbane,Qantas,2019,2,992,1000,151,143
Adelaide-Brisbane,Adelaide,Brisbane,QantasLink,2019,4,130,128,15,17
Adelaide-Brisbane,Adelaide,Brisbane,Tigerair Australia,2019,5,238,243,107,102
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,2019,3,1150,1181,167,136
Adelaide-Canberra,Adelaide,Canberra,Qantas,2019,5,432,448,88,72
Adelaide-Canberra,Adelaide,Canberra,QantasLink,2019,0,42,37,9,14
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,2019,0,275,271,35,39
Adelaide-Gold Coast,Adelaide,Gold Coast,Jetstar,2019,3,286,302,54,38
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,2019,0,354,350,25,29
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,2019,55,825,866,389,348
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,2019,53,2756,2726,606,636
Adelaide-Melbourne,Adelaide,Melbourne,Tigerair Australia,2019,23,551,541,337,347
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,2019,57,2568,2495,536,609
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia Regional Airlines,2019,4,85,82,27,30
Adelaide-Perth,Adelaide,Perth,Jetstar,2019,6,233,256,69,46
Adelaide-Perth,Adelaide,Perth,Qantas,2019,2,1161,1200,205,166
Adelaide-Perth,Adelaide,Perth,QantasLink,2019,0,4,4,0,0
Adelaide-Perth,Adelaide,Perth,Virgin Australia,2019,0,373,374,53,52
Adelaide-Perth,Adelaide,Perth,Virgin Australia Regional Airlines,2019,13,328,300,171,199
Adelaide-Port Lincoln,Adelaide,Port Lincoln,QantasLink,2019,17,1076,1073,129,132
Adelaide-Port Lincoln,Adelaide,Port Lincoln,Regional Express,2019,16,2362,2300,141,203
Adelaide-Sydney,Adelaide,Sydney,Jetstar,2019,62,965,959,294,300
Adelaide-Sydney,Adelaide,Sydney,Qantas,2019,14,2184,2040,571,715
Adelaide-Sydney,Adelaide,Sydney,QantasLink,2019,3,85,84,17,18
Adelaide-Sydney,Adelaide,Sydney,Tigerair Australia,2019,6,204,189,146,161
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,2019,13,1618,1516,302,404
Albury-Sydney,Albury,Sydney,QantasLink,2019,22,870,830,314,354
Albury-Sydney,Albury,Sydney,Regional Express,2019,15,977,927,163,213
Albury-Sydney,Albury,Sydney,Virgin Australia,2019,5,492,481,177,188
Alice Springs-Adelaide,Alice Springs,Adelaide,Qantas,2019,0,281,293,83,71
Alice Springs-Adelaide,Alice Springs,Adelaide,Virgin Australia,2019,1,141,140,9,10
Alice Springs-Adelaide,Alice Springs,Adelaide,Virgin Australia Regional Airlines,2019,3,78,71,32,39
Alice Springs-Darwin,Alice Springs,Darwin,Qantas,2019,12,380,379,21,22
Alice Springs-Darwin,Alice Springs,Darwin,QantasLink,2019,10,188,172,15,31
Alice Springs-Darwin,Alice Springs,Darwin,Virgin Australia,2019,0,132,134,15,13
Alice Springs-Darwin,Alice Springs,Darwin,Virgin Australia Regional Airlines,2019,3,64,66,37,35
Armidale-Sydney,Armidale,Sydney,QantasLink,2019,30,950,910,416,456
Armidale-Sydney,Armidale,Sydney,Regional Express,2019,13,607,544,189,252
Ayers Rock-Sydney,Ayers Rock,Sydney,Jetstar,2019,3,185,194,156,147
Ayers Rock-Sydney,Ayers Rock,Sydney,Virgin Australia,2019,1,250,270,114,94
Ballina-Sydney,Ballina,Sydney,Jetstar,2019,19,648,678,313,283
Ballina-Sydney,Ballina,Sydney,Regional Express,2019,3,192,169,64,87
Ballina-Sydney,Ballina,Sydney,Virgin Australia,2019,5,318,332,102,88
Brisbane-Adelaide,Brisbane,Adelaide,Jetstar,2019,4,256,260,45,41
Brisbane-Adelaide,Brisbane,Adelaide,Qantas,2019,1,960,996,168,132
Brisbane-Adelaide,Brisbane,Adelaide,QantasLink,2019,2,123,120,24,27
Brisbane-Adelaide,Brisbane,Adelaide,Tigerair Australia,2019,5,265,250,80,95
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,2019,2,1098,1093,183,188
Brisbane-Bundaberg,Brisbane,Bundaberg,QantasLink,2019,9,1260,1247,162,175
Brisbane-Bundaberg,Brisbane,Bundaberg,Virgin Australia,2019,0,326,331,39,34
Brisbane-Cairns,Brisbane,Cairns,Jetstar,2019,28,923,961,203,165
Brisbane-Cairns,Brisbane,Cairns,Qantas,2019,0,354,361,32,25
Brisbane-Cairns,Brisbane,Cairns,QantasLink,2019,27,1209,1175,261,295
Brisbane-Cairns,Brisbane,Cairns,Tigerair Australia,2019,1,250,254,113,109
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,2019,4,1292,1304,263,251
Brisbane-Canberra,Brisbane,Canberra,Qantas,2019,0,41,39,4,6
Brisbane-Canberra,Brisbane,Canberra,QantasLink,2019,18,1432,1434,321,319
Brisbane-Canberra,Brisbane,Canberra,Tigerair Australia,2019,0,228,223,64,69
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,2019,2,979,979,180,180
Brisbane-Darwin,Brisbane,Darwin,Jetstar,2019,6,241,247,25,19
Brisbane-Darwin,Brisbane,Darwin,Qantas,2019,0,350,367,89,72
Brisbane-Darwin,Brisbane,Darwin,Tigerair Australia,2019,3,151,161,37,27
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,2019,0,304,265,68,107
Brisbane-Emerald,Brisbane,Emerald,QantasLink,2019,11,1255,1242,163,176
Brisbane-Emerald,Brisbane,Emerald,Virgin Australia,2019,0,568,555,39,52
Brisbane-Gladstone,Brisbane,Gladstone,QantasLink,2019,15,1414,1384,208,238
Brisbane-Gladstone,Brisbane,Gladstone,Virgin Australia,2019,1,798,786,49,61
Brisbane-Hamilton Island,Brisbane,Hamilton Island,QantasLink,2019,12,253,276,96,73
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Virgin Australia,2019,3,307,303,53,57
Brisbane-Hobart,Brisbane,Hobart,Jetstar,2019,3,312,306,21,27
Brisbane-Hobart,Brisbane,Hobart,Qantas,2019,0,2,1,0,1
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,2019,0,418,413,65,70
Brisbane-Mackay,Brisbane,Mackay,Jetstar,2019,3,291,287,91,95
Brisbane-Mackay,Brisbane,Mackay,QantasLink,2019,36,1350,1368,248,230
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,2019,2,1457,1431,243,269
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2019,39,1129,1236,529,422
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2019,47,3902,3646,936,1192
Brisbane-Melbourne,Brisbane,Melbourne,QantasLink,2019,0,26,25,3,4
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2019,57,868,832,423,459
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2019,149,3648,3270,753,1131
Brisbane-Mount Isa,Brisbane,Mount Isa,Qantas,2019,0,79,85,13,7
Brisbane-Mount Isa,Brisbane,Mount Isa,QantasLink,2019,3,443,414,64,93
Brisbane-Mount Isa,Brisbane,Mount Isa,Virgin Australia,2019,0,194,191,16,19
Brisbane-Newcastle,Brisbane,Newcastle,Jetstar,2019,10,696,714,205,187
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,2019,24,879,874,151,156
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,2019,5,883,848,113,148
Brisbane-Perth,Brisbane,Perth,Qantas,2019,7,1444,1503,325,266
Brisbane-Perth,Brisbane,Perth,Virgin Australia,2019,1,944,1022,350,272
Brisbane-Proserpine,Brisbane,Proserpine,Jetstar,2019,4,350,355,50,45
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,2019,7,437,404,58,91
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,2019,16,1794,1784,321,331
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,2019,1,1374,1324,273,323
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2019,121,1406,1409,551,548
Brisbane-Sydney,Brisbane,Sydney,Qantas,2019,221,5894,5594,1090,1390
Brisbane-Sydney,Brisbane,Sydney,QantasLink,2019,4,68,63,26,31
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2019,65,1006,951,450,505
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2019,200,5029,4724,1056,1361
Brisbane-Townsville,Brisbane,Townsville,Jetstar,2019,4,589,580,70,79
Brisbane-Townsville,Brisbane,Townsville,Qantas,2019,4,476,472,65,69
Brisbane-Townsville,Brisbane,Townsville,QantasLink,2019,31,985,937,270,318
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,2019,16,1413,1430,290,273
Broome-Perth,Broome,Perth,Qantas,2019,1,24,33,22,13
Broome-Perth,Broome,Perth,QantasLink,2019,12,824,850,192,166
Broome-Perth,Broome,Perth,Virgin Australia,2019,0,20,24,7,3
Broome-Perth,Broome,Perth,Virgin Australia Regional Airlines,2019,3,574,607,179,146
Bundaberg-Brisbane,Bundaberg,Brisbane,QantasLink,2019,13,1266,1257,154,163
Bundaberg-Brisbane,Bundaberg,Brisbane,Virgin Australia,2019,0,341,334,24,31
Cairns-Brisbane,Cairns,Brisbane,Jetstar,2019,24,931,990,196,137
Cairns-Brisbane,Cairns,Brisbane,Qantas,2019,0,341,354,46,33
Cairns-Brisbane,Cairns,Brisbane,QantasLink,2019,43,1197,1173,256,280
Cairns-Brisbane,Cairns,Brisbane,Tigerair Australia,2019,1,241,271,122,92
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,2019,4,1332,1395,223,160
Cairns-Melbourne,Cairns,Melbourne,Jetstar,2019,29,904,925,281,260
Cairns-Melbourne,Cairns,Melbourne,Qantas,2019,1,274,296,160,138
Cairns-Melbourne,Cairns,Melbourne,Tigerair Australia,2019,5,316,332,150,134
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,2019,2,298,274,115,139
Cairns-Sydney,Cairns,Sydney,Jetstar,2019,30,906,904,184,186
Cairns-Sydney,Cairns,Sydney,Qantas,2019,2,527,544,213,196
Cairns-Sydney,Cairns,Sydney,Tigerair Australia,2019,6,304,329,92,67
Cairns-Sydney,Cairns,Sydney,Virgin Australia,2019,2,838,869,224,193
Cairns-Townsville,Cairns,Townsville,QantasLink,2019,20,1466,1464,121,123
Cairns-Townsville,Cairns,Townsville,Regional Express,2019,0,129,127,17,19
Canberra-Adelaide,Canberra,Adelaide,Qantas,2019,0,448,461,74,61
Canberra-Adelaide,Canberra,Adelaide,QantasLink,2019,0,29,32,22,19
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,2019,0,268,262,42,48
Canberra-Brisbane,Canberra,Brisbane,Qantas,2019,0,37,38,5,4
Canberra-Brisbane,Canberra,Brisbane,QantasLink,2019,35,1443,1424,292,311
Canberra-Brisbane,Canberra,Brisbane,Tigerair Australia,2019,1,209,215,82,76
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,2019,3,1018,1009,141,150
Canberra-Melbourne,Canberra,Melbourne,Qantas,2019,52,2332,2256,407,483
Canberra-Melbourne,Canberra,Melbourne,QantasLink,2019,13,376,353,110,133
Canberra-Melbourne,Canberra,Melbourne,Tigerair Australia,2019,11,291,287,143,147
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,2019,35,1548,1412,315,451
Canberra-Sydney,Canberra,Sydney,Qantas,2019,0,15,12,3,6
Canberra-Sydney,Canberra,Sydney,QantasLink,2019,191,4227,4062,1039,1204
Canberra-Sydney,Canberra,Sydney,Virgin Australia,2019,92,2331,2258,442,515
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,2019,31,1258,1221,327,364
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Tigerair Australia,2019,7,222,214,53,61
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Virgin Australia,2019,3,281,275,81,87
Darwin-Alice Springs,Darwin,Alice Springs,Qantas,2019,9,383,377,22,28
Darwin-Alice Springs,Darwin,Alice Springs,QantasLink,2019,8,174,160,33,47
Darwin-Alice Springs,Darwin,Alice Springs,Virgin Australia,2019,1,142,137,5,10
Darwin-Alice Springs,Darwin,Alice Springs,Virgin Australia Regional Airlines,2019,4,74,69,26,31
Darwin-Brisbane,Darwin,Brisbane,Jetstar,2019,6,232,246,34,20
Darwin-Brisbane,Darwin,Brisbane,Qantas,2019,0,326,369,114,71
Darwin-Brisbane,Darwin,Brisbane,Tigerair Australia,2019,5,135,152,52,35
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,2019,0,279,278,92,93
Darwin-Melbourne,Darwin,Melbourne,Jetstar,2019,5,178,207,109,80
Darwin-Melbourne,Darwin,Melbourne,Qantas,2019,1,253,280,119,92
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,2019,1,312,313,63,62
Darwin-Perth,Darwin,Perth,Qantas,2019,1,328,325,36,39
Darwin-Perth,Darwin,Perth,Virgin Australia,2019,0,204,203,53,54
Darwin-Perth,Darwin,Perth,Virgin Australia Regional Airlines,2019,1,71,79,37,29
Darwin-Sydney,Darwin,Sydney,Jetstar,2019,4,206,205,52,53
Darwin-Sydney,Darwin,Sydney,Qantas,2019,2,322,343,218,197
Darwin-Sydney,Darwin,Sydney,Virgin Australia,2019,1,199,195,142,146
Dubbo-Sydney,Dubbo,Sydney,QantasLink,2019,23,1053,1033,303,323
Dubbo-Sydney,Dubbo,Sydney,Regional Express,2019,16,1153,1031,286,408
Emerald-Brisbane,Emerald,Brisbane,QantasLink,2019,16,1159,1174,254,239
Emerald-Brisbane,Emerald,Brisbane,Virgin Australia,2019,0,566,581,42,27
Geraldton-Perth,Geraldton,Perth,QantasLink,2019,1,305,304,34,35
Geraldton-Perth,Geraldton,Perth,Virgin Australia Regional Airlines,2019,4,168,171,45,42
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,2019,18,1339,1366,279,252
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia,2019,1,785,764,62,83
Gold Coast-Adelaide,Gold Coast,Adelaide,Jetstar,2019,3,301,292,39,48
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,2019,0,302,308,77,71
Gold Coast-Melbourne,Gold Coast,Melbourne,Jetstar,2019,35,1588,1698,682,572
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,2019,0,209,235,193,167
Gold Coast-Melbourne,Gold Coast,Melbourne,Tigerair Australia,2019,15,559,589,406,376
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,2019,11,1542,1663,733,612
Gold Coast-Sydney,Gold Coast,Sydney,Jetstar,2019,126,2535,2610,853,778
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,2019,14,620,640,280,260
Gold Coast-Sydney,Gold Coast,Sydney,QantasLink,2019,15,459,426,135,168
Gold Coast-Sydney,Gold Coast,Sydney,Tigerair Australia,2019,39,662,678,392,376
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,2019,52,2163,2219,835,779
Hamilton Island-Brisbane,Hamilton Island,Brisbane,QantasLink,2019,12,248,241,101,108
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Virgin Australia,2019,5,306,316,54,44
Hamilton Island-Sydney,Hamilton Island,Sydney,Jetstar,2019,5,176,187,83,72
Hamilton Island-Sydney,Hamilton Island,Sydney,Qantas,2019,0,99,98,15,16
Hamilton Island-Sydney,Hamilton Island,Sydney,QantasLink,2019,7,165,167,52,50
Hamilton Island-Sydney,Hamilton Island,Sydney,Virgin Australia,2019,2,224,233,79,70
Hobart-Brisbane,Hobart,Brisbane,Jetstar,2019,3,295,299,38,34
Hobart-Brisbane,Hobart,Brisbane,Qantas,2019,0,2,2,0,0
Hobart-Brisbane,Hobart,Brisbane,Virgin Australia,2019,0,368,341,114,141
Hobart-Melbourne,Hobart,Melbourne,Jetstar,2019,40,1232,1217,832,847
Hobart-Melbourne,Hobart,Melbourne,Qantas,2019,10,1000,902,352,450
Hobart-Melbourne,Hobart,Melbourne,Tigerair Australia,2019,5,314,292,194,216
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,2019,7,1316,1144,396,568
Hobart-Sydney,Hobart,Sydney,Jetstar,2019,19,705,671,321,355
Hobart-Sydney,Hobart,Sydney,Qantas,2019,0,23,23,10,10
Hobart-Sydney,Hobart,Sydney,QantasLink,2019,14,622,575,192,239
Hobart-Sydney,Hobart,Sydney,Virgin Australia,2019,10,688,644,186,230
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,2019,1,90,92,7,5
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,2019,11,788,793,98,93
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,2019,9,312,316,34,30
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia Regional Airlines,2019,21,475,476,81,80
Karratha-Perth,Karratha,Perth,Qantas,2019,21,379,391,39,27
Karratha-Perth,Karratha,Perth,QantasLink,2019,63,1526,1507,182,201
Karratha-Perth,Karratha,Perth,Virgin Australia,2019,0,14,17,11,8
Karratha-Perth,Karratha,Perth,Virgin Australia Regional Airlines,2019,12,618,594,146,170
Launceston-Melbourne,Launceston,Melbourne,Jetstar,2019,15,1026,1022,504,508
Launceston-Melbourne,Launceston,Melbourne,QantasLink,2019,39,1142,1124,224,242
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,2019,3,1034,933,173,274
Launceston-Sydney,Launceston,Sydney,Jetstar,2019,12,358,363,224,219
Launceston-Sydney,Launceston,Sydney,Virgin Australia,2019,2,300,306,73,67
Mackay-Brisbane,Mackay,Brisbane,Jetstar,2019,8,235,285,145,95
Mackay-Brisbane,Mackay,Brisbane,QantasLink,2019,41,1339,1332,197,204
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,2019,3,1507,1535,193,165
Melbourne-Adelaide,Melbourne,Adelaide,Jetstar,2019,56,856,828,361,389
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,2019,37,2799,2695,579,683
Melbourne-Adelaide,Melbourne,Adelaide,Tigerair Australia,2019,21,637,589,251,299
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,2019,51,2582,2444,524,662
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia Regional Airlines,2019,2,75,75,39,39
Melbourne-Brisbane,Melbourne,Brisbane,Jetstar,2019,37,1089,1140,570,519
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,2019,40,3817,3772,1030,1075
Melbourne-Brisbane,Melbourne,Brisbane,QantasLink,2019,0,26,20,3,9
Melbourne-Brisbane,Melbourne,Brisbane,Tigerair Australia,2019,56,980,949,313,344
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,2019,142,3734,3613,673,794
Melbourne-Cairns,Melbourne,Cairns,Jetstar,2019,26,878,874,309,313
Melbourne-Cairns,Melbourne,Cairns,Qantas,2019,0,348,344,86,90
Melbourne-Cairns,Melbourne,Cairns,Tigerair Australia,2019,3,394,362,74,106
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,2019,3,376,338,38,76
Melbourne-Canberra,Melbourne,Canberra,Qantas,2019,44,2260,2250,491,501
Melbourne-Canberra,Melbourne,Canberra,QantasLink,2019,17,383,385,101,99
Melbourne-Canberra,Melbourne,Canberra,Tigerair Australia,2019,11,304,307,130,127
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,2019,37,1527,1481,336,382
Melbourne-Darwin,Melbourne,Darwin,Jetstar,2019,3,191,181,97,107
Melbourne-Darwin,Melbourne,Darwin,Qantas,2019,0,313,299,59,73
Melbourne-Darwin,Melbourne,Darwin,Virgin Australia,2019,0,256,248,120,128
Melbourne-Gold Coast,Melbourne,Gold Coast,Jetstar,2019,30,1646,1626,626,646
Melbourne-Gold Coast,Melbourne,Gold Coast,Qantas,2019,0,326,314,77,89
Melbourne-Gold Coast,Melbourne,Gold Coast,Tigerair Australia,2019,15,704,653,261,312
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,2019,9,1889,1826,389,452
Melbourne-Hobart,Melbourne,Hobart,Jetstar,2019,34,1487,1468,583,602
Melbourne-Hobart,Melbourne,Hobart,Qantas,2019,0,1053,1011,310,352
Melbourne-Hobart,Melbourne,Hobart,QantasLink,2019,0,1,0,0,1
Melbourne-Hobart,Melbourne,Hobart,Tigerair Australia,2019,4,421,390,88,119
Melbourne-Hobart,Melbourne,Hobart,Virgin Australia,2019,5,1381,1277,331,435
Melbourne-Launceston,Melbourne,Launceston,Jetstar,2019,13,1103,1102,429,430
Melbourne-Launceston,Melbourne,Launceston,QantasLink,2019,30,1123,1137,250,236
Melbourne-Launceston,Melbourne,Launceston,Virgin Australia,2019,2,990,926,217,281
Melbourne-Mildura,Melbourne,Mildura,QantasLink,2019,27,912,902,182,192
Melbourne-Mildura,Melbourne,Mildura,Regional Express,2019,2,772,741,162,193
Melbourne-Mildura,Melbourne,Mildura,Virgin Australia,2019,0,331,300,34,65
Melbourne-Newcastle,Melbourne,Newcastle,Jetstar,2019,13,755,817,452,390
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,2019,0,317,297,67,87
Melbourne-Perth,Melbourne,Perth,Jetstar,2019,18,490,510,85,65
Melbourne-Perth,Melbourne,Perth,Qantas,2019,14,1675,1725,725,675
Melbourne-Perth,Melbourne,Perth,Tigerair Australia,2019,12,450,436,175,189
Melbourne-Perth,Melbourne,Perth,Virgin Australia,2019,6,1230,1305,498,423
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Jetstar,2019,6,776,783,186,179
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Virgin Australia,2019,0,682,688,140,134
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2019,257,3128,2947,1426,1607
Melbourne-Sydney,Melbourne,Sydney,Qantas,2019,1029,9176,8348,2410,3238
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2019,229,1838,1709,928,1057
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2019,480,6919,6223,1397,2093
Mildura-Melbourne,Mildura,Melbourne,QantasLink,2019,31,865,822,225,268
Mildura-Melbourne,Mildura,Melbourne,Regional Express,2019,5,735,666,197,266
Mildura-Melbourne,Mildura,Melbourne,Virgin Australia,2019,0,315,289,50,76
Mount Isa-Brisbane,Mount Isa,Brisbane,Qantas,2019,0,71,83,20,8
Mount Isa-Brisbane,Mount Isa,Brisbane,QantasLink,2019,8,427,438,77,66
Mount Isa-Brisbane,Mount Isa,Brisbane,Virgin Australia,2019,1,155,140,16,31
Newcastle-Brisbane,Newcastle,Brisbane,Jetstar,2019,11,761,742,138,157
Newcastle-Brisbane,Newcastle,Brisbane,QantasLink,2019,25,874,899,154,129
Newcastle-Brisbane,Newcastle,Brisbane,Virgin Australia,2019,5,882,875,114,121
Newcastle-Melbourne,Newcastle,Melbourne,Jetstar,2019,11,896,870,310,336
Newcastle-Melbourne,Newcastle,Melbourne,Virgin Australia,2019,0,290,252,94,132
Newman-Perth,Newman,Perth,Qantas,2019,11,330,331,19,18
Newman-Perth,Newman,Perth,QantasLink,2019,40,1125,1102,140,163
Newman-Perth,Newman,Perth,Virgin Australia,2019,0,157,157,22,22
Newman-Perth,Newman,Perth,Virgin Australia Regional Airlines,2019,2,248,246,44,46
Perth-Adelaide,Perth,Adelaide,Jetstar,2019,12,229,235,69,63
Perth-Adelaide,Perth,Adelaide,Qantas,2019,2,1211,1197,170,184
Perth-Adelaide,Perth,Adelaide,QantasLink,2019,0,1,1,2,2
Perth-Adelaide,Perth,Adelaide,Virgin Australia,2019,0,390,384,45,51
Perth-Adelaide,Perth,Adelaide,Virgin Australia Regional Airlines,2019,1,448,314,64,198
Perth-Brisbane,Perth,Brisbane,Qantas,2019,4,1474,1408,279,345
Perth-Brisbane,Perth,Brisbane,Virgin Australia,2019,1,1102,1058,198,242
Perth-Broome,Perth,Broome,Qantas,2019,1,38,35,8,11
Perth-Broome,Perth,Broome,QantasLink,2019,5,886,870,136,152
Perth-Broome,Perth,Broome,Virgin Australia,2019,0,23,24,4,3
Perth-Broome,Perth,Broome,Virgin Australia Regional Airlines,2019,0,611,581,144,174
Perth-Darwin,Perth,Darwin,Qantas,2019,0,332,327,31,36
Perth-Darwin,Perth,Darwin,Virgin Australia,2019,0,225,223,32,34
Perth-Darwin,Perth,Darwin,Virgin Australia Regional Airlines,2019,0,97,96,11,12
Perth-Geraldton,Perth,Geraldton,QantasLink,2019,0,299,302,41,38
Perth-Geraldton,Perth,Geraldton,Virgin Australia Regional Airlines,2019,3,171,174,43,40
